video_id,frame_path,slot_name,crop_type,crop_path,card_name,score,needs_review,review_priority,slot_roi_x,slot_roi_y,slot_roi_w,slot_roi_h
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00042.jpg,card_1,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording/frame_00042_card_1.jpg,mega-knight,14,True,high,230,2020,220,300
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00042.jpg,card_4,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording/frame_00042_card_4.jpg,royal-recruits,19,True,high,840,2020,220,300
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00042.jpg,next_card,next,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/next/phone-recording/frame_00042_next_card.jpg,golem,62,True,medium,40,2260,120,125
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00030.jpg,card_1,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording/frame_00030_card_1.jpg,mega-knight,39,True,high,230,2020,220,300
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00030.jpg,card_2,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording/frame_00030_card_2.jpg,three-musketeers,31,True,high,430,2020,220,300
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00030.jpg,card_4,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording/frame_00030_card_4.jpg,royal-recruits,48,True,medium,840,2020,220,300
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00030.jpg,next_card,next,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/next/phone-recording/frame_00030_next_card.jpg,lava-hound,74,False,low,40,2260,120,125
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00016.jpg,card_1,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording/frame_00016_card_1.jpg,mega-knight,28,True,high,230,2020,220,300
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00016.jpg,card_2,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording/frame_00016_card_2.jpg,three-musketeers,23,True,high,430,2020,220,300
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00016.jpg,card_3,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording/frame_00016_card_3.jpg,electro-giant,30,True,high,630,2020,220,300
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00016.jpg,card_4,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording/frame_00016_card_4.jpg,royal-recruits,23,True,high,840,2020,220,300
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00016.jpg,next_card,next,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/next/phone-recording/frame_00016_next_card.jpg,lava-hound,78,False,low,40,2260,120,125
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00060.jpg,card_1,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording/frame_00060_card_1.jpg,mega-knight,31,True,high,230,2020,220,300
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00060.jpg,card_2,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording/frame_00060_card_2.jpg,three-musketeers,27,True,high,430,2020,220,300
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00060.jpg,card_3,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording/frame_00060_card_3.jpg,lava-hound,31,True,high,630,2020,220,300
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00060.jpg,card_4,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording/frame_00060_card_4.jpg,royal-recruits,28,True,high,840,2020,220,300
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00060.jpg,next_card,next,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/next/phone-recording/frame_00060_next_card.jpg,golem,56,True,medium,40,2260,120,125
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00049.jpg,card_1,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording/frame_00049_card_1.jpg,mega-knight,25,True,high,230,2020,220,300
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00049.jpg,card_2,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording/frame_00049_card_2.jpg,three-musketeers,21,True,high,430,2020,220,300
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00049.jpg,card_3,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording/frame_00049_card_3.jpg,lava-hound,19,True,high,630,2020,220,300
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00049.jpg,card_4,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording/frame_00049_card_4.jpg,royal-recruits,22,True,high,840,2020,220,300
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00049.jpg,next_card,next,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/next/phone-recording/frame_00049_next_card.jpg,golem,59,True,medium,40,2260,120,125
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00097.jpg,card_1,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording/frame_00097_card_1.jpg,golem,26,True,high,230,2020,220,300
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00097.jpg,card_2,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording/frame_00097_card_2.jpg,three-musketeers,22,True,high,430,2020,220,300
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00097.jpg,card_3,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording/frame_00097_card_3.jpg,lava-hound,30,True,high,630,2020,220,300
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00097.jpg,next_card,next,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/next/phone-recording/frame_00097_next_card.jpg,spirit-empress,65,True,medium,40,2260,120,125
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00072.jpg,card_1,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording/frame_00072_card_1.jpg,mega-knight,36,True,high,230,2020,220,300
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00072.jpg,card_2,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording/frame_00072_card_2.jpg,three-musketeers,37,True,high,430,2020,220,300
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00072.jpg,card_3,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording/frame_00072_card_3.jpg,lava-hound,42,True,medium,630,2020,220,300
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00072.jpg,card_4,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording/frame_00072_card_4.jpg,royal-recruits,53,True,medium,840,2020,220,300
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00072.jpg,next_card,next,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/next/phone-recording/frame_00072_next_card.jpg,golem,59,True,medium,40,2260,120,125
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00109.jpg,card_1,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording/frame_00109_card_1.jpg,golem,26,True,high,230,2020,220,300
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00109.jpg,card_2,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording/frame_00109_card_2.jpg,three-musketeers,33,True,high,430,2020,220,300
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00109.jpg,card_3,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording/frame_00109_card_3.jpg,lava-hound,39,True,high,630,2020,220,300
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00109.jpg,next_card,next,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/next/phone-recording/frame_00109_next_card.jpg,spirit-empress,65,True,medium,40,2260,120,125
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00043.jpg,card_1,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording/frame_00043_card_1.jpg,mega-knight,18,True,high,230,2020,220,300
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00043.jpg,card_3,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording/frame_00043_card_3.jpg,lava-hound,11,True,high,630,2020,220,300
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00043.jpg,card_4,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording/frame_00043_card_4.jpg,royal-recruits,21,True,high,840,2020,220,300
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00043.jpg,next_card,next,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/next/phone-recording/frame_00043_next_card.jpg,golem,62,True,medium,40,2260,120,125
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00056.jpg,card_2,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording/frame_00056_card_2.jpg,three-musketeers,26,True,high,430,2020,220,300
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00056.jpg,card_3,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording/frame_00056_card_3.jpg,lava-hound,31,True,high,630,2020,220,300
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00056.jpg,card_4,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording/frame_00056_card_4.jpg,royal-recruits,26,True,high,840,2020,220,300
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00056.jpg,next_card,next,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/next/phone-recording/frame_00056_next_card.jpg,golem,55,True,medium,40,2260,120,125
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00011.jpg,card_2,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording/frame_00011_card_2.jpg,three-musketeers,23,True,high,430,2020,220,300
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00011.jpg,card_3,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording/frame_00011_card_3.jpg,electro-giant,26,True,high,630,2020,220,300
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00011.jpg,card_4,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording/frame_00011_card_4.jpg,royal-recruits,25,True,high,840,2020,220,300
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00011.jpg,next_card,next,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/next/phone-recording/frame_00011_next_card.jpg,mega-knight,74,False,low,40,2260,120,125
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00121.jpg,card_2,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording/frame_00121_card_2.jpg,three-musketeers,19,True,high,430,2020,220,300
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00121.jpg,next_card,next,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/next/phone-recording/frame_00121_next_card.jpg,pekka,70,False,low,40,2260,120,125
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00032.jpg,card_1,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording/frame_00032_card_1.jpg,mega-knight,42,True,medium,230,2020,220,300
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00032.jpg,card_2,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording/frame_00032_card_2.jpg,three-musketeers,34,True,high,430,2020,220,300
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00032.jpg,card_3,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording/frame_00032_card_3.jpg,electro-giant,55,True,medium,630,2020,220,300
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00032.jpg,card_4,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording/frame_00032_card_4.jpg,royal-recruits,50,True,medium,840,2020,220,300
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00032.jpg,next_card,next,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/next/phone-recording/frame_00032_next_card.jpg,lava-hound,74,False,low,40,2260,120,125
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00062.jpg,card_1,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording/frame_00062_card_1.jpg,mega-knight,28,True,high,230,2020,220,300
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00062.jpg,card_2,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording/frame_00062_card_2.jpg,three-musketeers,27,True,high,430,2020,220,300
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00062.jpg,card_3,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording/frame_00062_card_3.jpg,lava-hound,31,True,high,630,2020,220,300
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00062.jpg,card_4,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording/frame_00062_card_4.jpg,royal-recruits,29,True,high,840,2020,220,300
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00062.jpg,next_card,next,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/next/phone-recording/frame_00062_next_card.jpg,golem,56,True,medium,40,2260,120,125
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00083.jpg,card_3,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording/frame_00083_card_3.jpg,lava-hound,19,True,high,630,2020,220,300
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00083.jpg,card_4,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording/frame_00083_card_4.jpg,royal-recruits,15,True,high,840,2020,220,300
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00083.jpg,next_card,next,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/next/phone-recording/frame_00083_next_card.jpg,spirit-empress,61,True,medium,40,2260,120,125
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00113.jpg,card_1,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording/frame_00113_card_1.jpg,golem,30,True,high,230,2020,220,300
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00113.jpg,card_2,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording/frame_00113_card_2.jpg,three-musketeers,32,True,high,430,2020,220,300
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00113.jpg,card_3,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording/frame_00113_card_3.jpg,lava-hound,56,True,medium,630,2020,220,300
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00113.jpg,next_card,next,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/next/phone-recording/frame_00113_next_card.jpg,spirit-empress,65,True,medium,40,2260,120,125
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00137.jpg,card_2,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording/frame_00137_card_2.jpg,lumberjack,14,True,high,430,2020,220,300
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00137.jpg,card_4,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording/frame_00137_card_4.jpg,pekka,11,True,high,840,2020,220,300
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00137.jpg,next_card,next,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/next/phone-recording/frame_00137_next_card.jpg,electro-giant,78,False,low,40,2260,120,125
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00005.jpg,card_1,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording/frame_00005_card_1.jpg,pekka,65,True,medium,230,2020,220,300
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00005.jpg,card_2,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording/frame_00005_card_2.jpg,three-musketeers,54,True,medium,430,2020,220,300
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00005.jpg,card_3,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording/frame_00005_card_3.jpg,electro-giant,103,False,low,630,2020,220,300
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00005.jpg,card_4,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording/frame_00005_card_4.jpg,royal-recruits,107,False,low,840,2020,220,300
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00005.jpg,next_card,next,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/next/phone-recording/frame_00005_next_card.jpg,mega-knight,109,False,low,40,2260,120,125
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00119.jpg,card_2,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording/frame_00119_card_2.jpg,three-musketeers,18,True,high,430,2020,220,300
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00119.jpg,next_card,next,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/next/phone-recording/frame_00119_next_card.jpg,pekka,70,False,low,40,2260,120,125
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00110.jpg,card_1,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording/frame_00110_card_1.jpg,golem,24,True,high,230,2020,220,300
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00110.jpg,card_2,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording/frame_00110_card_2.jpg,three-musketeers,37,True,high,430,2020,220,300
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00110.jpg,card_3,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording/frame_00110_card_3.jpg,lava-hound,42,True,medium,630,2020,220,300
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00110.jpg,next_card,next,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/next/phone-recording/frame_00110_next_card.jpg,spirit-empress,65,True,medium,40,2260,120,125
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00019.jpg,card_1,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording/frame_00019_card_1.jpg,mega-knight,25,True,high,230,2020,220,300
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00019.jpg,card_2,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording/frame_00019_card_2.jpg,three-musketeers,25,True,high,430,2020,220,300
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00019.jpg,card_3,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording/frame_00019_card_3.jpg,electro-giant,31,True,high,630,2020,220,300
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00019.jpg,card_4,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording/frame_00019_card_4.jpg,royal-recruits,24,True,high,840,2020,220,300
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00019.jpg,next_card,next,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/next/phone-recording/frame_00019_next_card.jpg,lava-hound,78,False,low,40,2260,120,125
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00114.jpg,card_1,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording/frame_00114_card_1.jpg,golem,7,True,high,230,2020,220,300
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00114.jpg,card_2,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording/frame_00114_card_2.jpg,three-musketeers,23,True,high,430,2020,220,300
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00114.jpg,card_3,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording/frame_00114_card_3.jpg,lava-hound,9,True,high,630,2020,220,300
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00114.jpg,next_card,next,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/next/phone-recording/frame_00114_next_card.jpg,spirit-empress,65,True,medium,40,2260,120,125
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00053.jpg,card_1,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording/frame_00053_card_1.jpg,mega-knight,28,True,high,230,2020,220,300
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00053.jpg,card_2,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording/frame_00053_card_2.jpg,three-musketeers,21,True,high,430,2020,220,300
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00053.jpg,card_3,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording/frame_00053_card_3.jpg,lava-hound,20,True,high,630,2020,220,300
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00053.jpg,card_4,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording/frame_00053_card_4.jpg,royal-recruits,25,True,high,840,2020,220,300
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00053.jpg,next_card,next,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/next/phone-recording/frame_00053_next_card.jpg,golem,59,True,medium,40,2260,120,125
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00147.jpg,next_card,next,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/next/phone-recording/frame_00147_next_card.jpg,magic-archer,4,True,high,40,2260,120,125
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00139.jpg,card_2,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording/frame_00139_card_2.jpg,minions,5,True,high,430,2020,220,300
phone-recording,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording/frame_00139.jpg,card_3,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording/frame_00139_card_3.jpg,fire-spirit,10,False,template-relabeled,630,2020,220,300
